Country,Year,Code,CodeYear,aca_pres,aca_year,aca_yrsince,foia_pres,foia_year,foia_yrssince
Switzerland,2006,CHE,CHE2006,,,,1,2006,0
Switzerland,2007,CHE,CHE2007,,,,1,2006,1
Switzerland,2008,CHE,CHE2008,,,,1,2006,2
Switzerland,2009,CHE,CHE2009,,,,1,2006,3
Switzerland,2010,CHE,CHE2010,,,,1,2006,4
Chile,1996,CHL,CHL1996,1,1993,3,0,2009,-13
Chile,1997,CHL,CHL1997,1,1993,4,0,2009,-12
Chile,1998,CHL,CHL1998,1,1993,5,0,2009,-11
Chile,1999,CHL,CHL1999,1,1993,6,0,2009,-10
Chile,2000,CHL,CHL2000,1,1993,7,0,2009,-9
Chile,2001,CHL,CHL2001,1,1993,8,0,2009,-8
Chile,2002,CHL,CHL2002,1,1993,9,0,2009,-7
Chile,2003,CHL,CHL2003,1,1993,10,0,2009,-6
Chile,2004,CHL,CHL2004,1,1993,11,0,2009,-5
Chile,2005,CHL,CHL2005,1,1993,12,0,2009,-4
Chile,2006,CHL,CHL2006,1,1993,13,0,2009,-3
Chile,2007,CHL,CHL2007,1,1993,14,0,2009,-2
Chile,2008,CHL,CHL2008,1,1993,15,0,2009,-1
Chile,2009,CHL,CHL2009,1,1993,16,1,2009,0
Chile,2010,CHL,CHL2010,1,1993,17,1,2009,1
China,1996,CHN,CHN1996,0,0,,0,2008,-12
China,1997,CHN,CHN1997,0,0,,0,2008,-11
China,1998,CHN,CHN1998,0,0,,0,2008,-10
China,1999,CHN,CHN1999,0,0,,0,2008,-9
China,2000,CHN,CHN2000,0,0,,0,2008,-8
China,2001,CHN,CHN2001,0,0,,0,2008,-7
China,2002,CHN,CHN2002,0,0,,0,2008,-6
China,2003,CHN,CHN2003,0,0,,0,2008,-5
China,2004,CHN,CHN2004,0,0,,0,2008,-4
China,2005,CHN,CHN2005,0,0,,0,2008,-3
China,2006,CHN,CHN2006,0,0,,0,2008,-2
China,2007,CHN,CHN2007,0,0,,0,2008,-1
China,2008,CHN,CHN2008,0,0,,1,2008,0
China,2009,CHN,CHN2009,0,0,,1,2008,1
China,2010,CHN,CHN2010,0,0,,1,2008,2
Cote d'Ivoire,1996,CIV,CIV1996,0,0,,0,0,
Cote d'Ivoire,1997,CIV,CIV1997,0,0,,0,0,
Cote d'Ivoire,1998,CIV,CIV1998,0,0,,0,0,
Cote d'Ivoire,1999,CIV,CIV1999,0,0,,0,0,
Cote d'Ivoire,2000,CIV,CIV2000,0,0,,0,0,
Cote d'Ivoire,2001,CIV,CIV2001,0,0,,0,0,
Cote d'Ivoire,2002,CIV,CIV2002,0,0,,0,0,
Cote d'Ivoire,2003,CIV,CIV2003,0,0,,0,0,
Cote d'Ivoire,2004,CIV,CIV2004,0,0,,0,0,
Cote d'Ivoire,2005,CIV,CIV2005,0,0,,0,0,
Cote d'Ivoire,2006,CIV,CIV2006,0,0,,0,0,
Cote d'Ivoire,2007,CIV,CIV2007,0,0,,0,0,
Cote d'Ivoire,2008,CIV,CIV2008,0,0,,0,0,
Cote d'Ivoire,2009,CIV,CIV2009,0,0,,0,0,
Cªte dÍIvoire,2010,CIV,CIV2010,0,0,,0,0,
Cameroon,1996,CMR,CMR1996,0,2006,-10,0,0,
Cameroon,1997,CMR,CMR1997,0,2006,-9,0,0,
Cameroon,1998,CMR,CMR1998,0,2006,-8,0,0,
Cameroon,1999,CMR,CMR1999,0,2006,-7,0,0,
Cameroon,2000,CMR,CMR2000,0,2006,-6,0,0,
Cameroon,2001,CMR,CMR2001,0,2006,-5,0,0,
Cameroon,2002,CMR,CMR2002,0,2006,-4,0,0,
Cameroon,2003,CMR,CMR2003,0,2006,-3,0,0,
Cameroon,2004,CMR,CMR2004,0,2006,-2,0,0,
Cameroon,2005,CMR,CMR2005,0,2006,-1,0,0,
Cameroon,2006,CMR,CMR2006,1,2006,0,0,0,
Cameroon,2007,CMR,CMR2007,1,2006,1,0,0,
Cameroon,2008,CMR,CMR2008,1,2006,2,0,0,
Cameroon,2009,CMR,CMR2009,1,2006,3,0,0,
Cameroon,2010,CMR,CMR2010,1,2006,4,0,0,
Congo,1996,COG,COG1996,,,,0,0,
Congo,1997,COG,COG1997,,,,0,0,
Congo,1998,COG,COG1998,,,,0,0,
Congo,1999,COG,COG1999,,,,0,0,
Congo,2000,COG,COG2000,,,,0,0,
Congo,2001,COG,COG2001,,,,0,0,
Congo,2002,COG,COG2002,,,,0,0,
Congo,2003,COG,COG2003,,,,0,0,
Congo,2004,COG,COG2004,,,,0,0,
Congo,2005,COG,COG2005,,,,0,0,
Congo,2006,COG,COG2006,,,,0,0,
Congo,2007,COG,COG2007,,,,0,0,
Congo,2008,COG,COG2008,,,,0,0,
Congo,2009,COG,COG2009,,,,0,0,
Congo,2010,COG,COG2010,,,,0,0,
Colombia,1996,COL,COL1996,0,0,,1,1985,11
Colombia,1997,COL,COL1997,0,0,,1,1985,12
Colombia,1998,COL,COL1998,0,0,,1,1985,13
Colombia,1999,COL,COL1999,0,0,,1,1985,14
Colombia,2000,COL,COL2000,0,0,,1,1985,15
Colombia,2001,COL,COL2001,0,0,,1,1985,16
Colombia,2002,COL,COL2002,0,0,,1,1985,17
Colombia,2003,COL,COL2003,0,0,,1,1985,18
Colombia,2004,COL,COL2004,0,0,,1,1985,19
Colombia,2005,COL,COL2005,0,0,,1,1985,20
Colombia,2006,COL,COL2006,0,0,,1,1985,21
Colombia,2007,COL,COL2007,0,0,,1,1985,22
Colombia,2008,COL,COL2008,0,0,,1,1985,23
Colombia,2009,COL,COL2009,0,0,,1,1985,24
Colombia,2010,COL,COL2010,0,0,,1,1985,25
Comoros,1996,COM,COM1996,0,0,,0,0,
Comoros,1997,COM,COM1997,0,0,,0,0,
Comoros,1998,COM,COM1998,0,0,,0,0,
Comoros,1999,COM,COM1999,0,0,,0,0,
Comoros,2000,COM,COM2000,0,0,,0,0,
Comoros,2001,COM,COM2001,0,0,,0,0,
Comoros,2002,COM,COM2002,0,0,,0,0,
Comoros,2003,COM,COM2003,0,0,,0,0,
Comoros,2004,COM,COM2004,0,0,,0,0,
Comoros,2005,COM,COM2005,0,0,,0,0,
Comoros,2006,COM,COM2006,0,0,,0,0,
Comoros,2007,COM,COM2007,0,0,,0,0,
Comoros,2008,COM,COM2008,0,0,,0,0,
Comoros,2009,COM,COM2009,0,0,,0,0,
Comoros,2010,COM,COM2010,0,0,,0,0,
Cape Verde,1996,CPV,CPV1996,0,0,,0,0,
Cape Verde,1997,CPV,CPV1997,0,0,,0,0,
Cape Verde,1998,CPV,CPV1998,0,0,,0,0,
Cape Verde,1999,CPV,CPV1999,0,0,,0,0,
Cape Verde,2000,CPV,CPV2000,0,0,,0,0,
Cape Verde,2001,CPV,CPV2001,0,0,,0,0,
Cape Verde,2002,CPV,CPV2002,0,0,,0,0,
Cape Verde,2003,CPV,CPV2003,0,0,,0,0,
Cape Verde,2004,CPV,CPV2004,0,0,,0,0,
Cape Verde,2005,CPV,CPV2005,0,0,,0,0,
Cape Verde,2006,CPV,CPV2006,0,0,,0,0,
Cape Verde,2007,CPV,CPV2007,0,0,,0,0,
Cape Verde,2008,CPV,CPV2008,0,0,,0,0,
Cape Verde,2009,CPV,CPV2009,0,0,,0,0,
Cape Verde,2010,CPV,CPV2010,0,0,,0,0,
Costa Rica,1996,CRI,CRI1996,0,2002,-6,0,0,
Costa Rica,1997,CRI,CRI1997,0,2002,-5,0,0,
Costa Rica,1998,CRI,CRI1998,0,2002,-4,0,0,
Costa Rica,1999,CRI,CRI1999,0,2002,-3,0,0,
Costa Rica,2000,CRI,CRI2000,0,2002,-2,0,0,
Costa Rica,2001,CRI,CRI2001,0,2002,-1,0,0,
Costa Rica,2002,CRI,CRI2002,1,2002,0,0,0,
Costa Rica,2003,CRI,CRI2003,1,2002,1,0,0,
Costa Rica,2004,CRI,CRI2004,1,2002,2,0,0,
Costa Rica,2005,CRI,CRI2005,1,2002,3,0,0,
Costa Rica,2006,CRI,CRI2006,1,2002,4,0,0,
Costa Rica,2007,CRI,CRI2007,1,2002,5,0,0,
Costa Rica,2008,CRI,CRI2008,1,2002,6,0,0,
Costa Rica,2009,CRI,CRI2009,1,2002,7,0,0,
Costa Rica,2010,CRI,CRI2010,1,2002,8,0,0,
Cuba,1996,CUB,CUB1996,,,,0,0,
Cuba,1997,CUB,CUB1997,,,,0,0,
Cuba,1998,CUB,CUB1998,,,,0,0,
Cuba,1999,CUB,CUB1999,,,,0,0,
Cuba,2000,CUB,CUB2000,,,,0,0,
Cuba,2001,CUB,CUB2001,,,,0,0,
Cuba,2002,CUB,CUB2002,,,,0,0,
Cuba,2003,CUB,CUB2003,,,,0,0,
Cuba,2004,CUB,CUB2004,,,,0,0,
Cuba,2005,CUB,CUB2005,,,,0,0,
Cuba,2006,CUB,CUB2006,,,,0,0,
Cuba,2007,CUB,CUB2007,,,,0,0,
Cuba,2008,CUB,CUB2008,,,,0,0,
Cuba,2009,CUB,CUB2009,,,,0,0,
Cuba,2010,CUB,CUB2010,,,,0,0,
Cyprus,1996,CYP,CYP1996,0,0,,0,0,
Cyprus,1997,CYP,CYP1997,0,0,,0,0,
Cyprus,1998,CYP,CYP1998,0,0,,0,0,
Cyprus,1999,CYP,CYP1999,0,0,,0,0,
Cyprus,2000,CYP,CYP2000,0,0,,0,0,
Cyprus,2001,CYP,CYP2001,0,0,,0,0,
Cyprus,2002,CYP,CYP2002,0,0,,0,0,
Cyprus,2003,CYP,CYP2003,0,0,,0,0,
Cyprus,2004,CYP,CYP2004,0,0,,0,0,
Cyprus,2005,CYP,CYP2005,0,0,,0,0,
Cyprus,2006,CYP,CYP2006,0,0,,0,0,
Cyprus,2007,CYP,CYP2007,0,0,,0,0,
Cyprus,2008,CYP,CYP2008,0,0,,0,0,
Cyprus,2009,CYP,CYP2009,0,0,,0,0,
Cyprus,2010,CYP,CYP2010,0,0,,0,0,
Czech Republic,1996,CZE,CZE1996,0,0,,0,2000,-4
Czech Republic,1997,CZE,CZE1997,0,0,,0,2000,-3
Czech Republic,1998,CZE,CZE1998,0,0,,0,2000,-2
Czech Republic,1999,CZE,CZE1999,0,0,,0,2000,-1
Czech Republic,2000,CZE,CZE2000,0,0,,1,2000,0
Czech Republic,2001,CZE,CZE2001,0,0,,1,2000,1
Czech Republic,2002,CZE,CZE2002,0,0,,1,2000,2
Czech Republic,2003,CZE,CZE2003,0,0,,1,2000,3
Czech Republic,2004,CZE,CZE2004,0,0,,1,2000,4
Czech Republic,2005,CZE,CZE2005,0,0,,1,2000,5
Czech Republic,2006,CZE,CZE2006,0,0,,1,2000,6
Czech Republic,2007,CZE,CZE2007,0,0,,1,2000,7
Czech Republic,2008,CZE,CZE2008,0,0,,1,2000,8
Czech Republic,2009,CZE,CZE2009,0,0,,1,2000,9
Czech Republic,2010,CZE,CZE2010,0,0,,1,2000,10
Germany,1997,DEU,DEU1997,0,0,,0,2006,-9
Germany,1999,DEU,DEU1999,0,0,,0,2006,-7
Germany,2000,DEU,DEU2000,0,0,,0,2006,-6
Germany,2001,DEU,DEU2001,0,0,,0,2006,-5
Germany,2002,DEU,DEU2002,0,0,,0,2006,-4
Germany,2003,DEU,DEU2003,0,0,,0,2006,-3
Germany,2004,DEU,DEU2004,0,0,,0,2006,-2
Germany,2005,DEU,DEU2005,0,0,,0,2006,-1
Germany,2006,DEU,DEU2006,0,0,,1,2006,0
Germany,2007,DEU,DEU2007,0,0,,1,2006,1
Germany,2008,DEU,DEU2008,0,0,,1,2006,2
Germany,2009,DEU,DEU2009,0,0,,1,2006,3
Germany,2010,DEU,DEU2010,0,0,,1,2006,4
Djibouti,1996,DJI,DJI1996,0,0,,0,0,
Djibouti,1997,DJI,DJI1997,0,0,,0,0,
Djibouti,1998,DJI,DJI1998,0,0,,0,0,
Djibouti,1999,DJI,DJI1999,0,0,,0,0,
Djibouti,2000,DJI,DJI2000,0,0,,0,0,
Djibouti,2001,DJI,DJI2001,0,0,,0,0,
Djibouti,2002,DJI,DJI2002,0,0,,0,0,
Djibouti,2003,DJI,DJI2003,0,0,,0,0,
Djibouti,2004,DJI,DJI2004,0,0,,0,0,
Djibouti,2005,DJI,DJI2005,0,0,,0,0,
Djibouti,2006,DJI,DJI2006,0,0,,0,0,
Djibouti,2007,DJI,DJI2007,0,0,,0,0,
Djibouti,2008,DJI,DJI2008,0,0,,0,0,
Djibouti,2009,DJI,DJI2009,0,0,,0,0,
Djibouti,2010,DJI,DJI2010,0,0,,0,0,
Dominica,1996,DMA,DMA1996,,,,0,0,
Dominica,1997,DMA,DMA1997,,,,0,0,
Dominica,1998,DMA,DMA1998,,,,0,0,
Dominica,1999,DMA,DMA1999,,,,0,0,
Dominica,2000,DMA,DMA2000,,,,0,0,
Dominica,2001,DMA,DMA2001,,,,0,0,
Dominica,2002,DMA,DMA2002,,,,0,0,
Dominica,2003,DMA,DMA2003,,,,0,0,
Dominica,2004,DMA,DMA2004,,,,0,0,
Dominica,2005,DMA,DMA2005,,,,0,0,
Dominica,2006,DMA,DMA2006,,,,0,0,
Dominica,2007,DMA,DMA2007,,,,0,0,
Dominica,2008,DMA,DMA2008,,,,0,0,
Dominica,2009,DMA,DMA2009,,,,0,0,
Dominica,2010,DMA,DMA2010,,,,0,0,
Denmark,1996,DNK,DNK1996,0,0,,1,0,
Denmark,1997,DNK,DNK1997,0,0,,1,0,
Denmark,1998,DNK,DNK1998,0,0,,1,0,
Denmark,1999,DNK,DNK1999,0,0,,1,0,
Denmark,2000,DNK,DNK2000,0,0,,1,0,
Denmark,2001,DNK,DNK2001,0,0,,1,0,
Denmark,2002,DNK,DNK2002,0,0,,1,0,
Denmark,2003,DNK,DNK2003,0,0,,1,0,
Denmark,2004,DNK,DNK2004,0,0,,1,0,
Denmark,2005,DNK,DNK2005,0,0,,1,0,
Denmark,2006,DNK,DNK2006,0,0,,1,0,
Denmark,2007,DNK,DNK2007,0,0,,1,0,
Denmark,2008,DNK,DNK2008,0,0,,1,0,
Denmark,2009,DNK,DNK2009,0,0,,1,0,
Denmark,2010,DNK,DNK2010,0,0,,1,0,
Dominican Republic,1996,DOM,DOM1996,0,2001,-5,0,2004,-8
Dominican Republic,1997,DOM,DOM1997,0,2001,-4,0,2004,-7
Dominican Republic,1998,DOM,DOM1998,0,2001,-3,0,2004,-6
Dominican Republic,1999,DOM,DOM1999,0,2001,-2,0,2004,-5
Dominican Republic,2000,DOM,DOM2000,0,2001,-1,0,2004,-4
Dominican Republic,2001,DOM,DOM2001,1,2001,0,0,2004,-3
Dominican Republic,2002,DOM,DOM2002,1,2001,1,0,2004,-2
Dominican Republic,2003,DOM,DOM2003,1,2001,2,0,2004,-1
Dominican Republic,2004,DOM,DOM2004,1,2001,3,1,2004,0
Dominican Republic,2005,DOM,DOM2005,1,2001,4,1,2004,1
Dominican Republic,2006,DOM,DOM2006,1,2001,5,1,2004,2
Dominican Republic,2007,DOM,DOM2007,1,2001,6,1,2004,3
Dominican Republic,2008,DOM,DOM2008,1,2001,7,1,2004,4
Dominican Republic,2009,DOM,DOM2009,1,2001,8,1,2004,5
Dominican Republic,2010,DOM,DOM2010,1,2001,9,1,2004,6
Algeria,1996,DZA,DZA1996,0,0,,0,0,
Algeria,1997,DZA,DZA1997,0,0,,0,0,
Algeria,1998,DZA,DZA1998,0,0,,0,0,
Algeria,1999,DZA,DZA1999,0,0,,0,0,
Algeria,2000,DZA,DZA2000,0,0,,0,0,
Algeria,2001,DZA,DZA2001,0,0,,0,0,
Algeria,2002,DZA,DZA2002,0,0,,0,0,
Algeria,2003,DZA,DZA2003,0,0,,0,0,
Algeria,2004,DZA,DZA2004,0,0,,0,0,
Algeria,2005,DZA,DZA2005,0,0,,0,0,
Algeria,2006,DZA,DZA2006,0,0,,0,0,
Algeria,2007,DZA,DZA2007,0,0,,0,0,
Algeria,2008,DZA,DZA2008,0,0,,0,0,
Algeria,2009,DZA,DZA2009,0,0,,0,0,
Algeria,2010,DZA,DZA2010,0,0,,0,0,
Ecuador,1996,ECU,ECU1996,0,1997,-1,0,2004,-8
Ecuador,1997,ECU,ECU1997,1,1997,0,0,2004,-7
Ecuador,1998,ECU,ECU1998,1,1997,1,0,2004,-6
Ecuador,1999,ECU,ECU1999,1,1997,2,0,2004,-5
Ecuador,2000,ECU,ECU2000,1,1997,3,0,2004,-4
Ecuador,2001,ECU,ECU2001,1,1997,4,0,2004,-3
Ecuador,2002,ECU,ECU2002,1,1997,5,0,2004,-2
Ecuador,2003,ECU,ECU2003,1,1997,6,0,2004,-1
Ecuador,2004,ECU,ECU2004,1,1997,7,1,2004,0
Ecuador,2005,ECU,ECU2005,1,1997,8,1,2004,1
Ecuador,2006,ECU,ECU2006,1,1997,9,1,2004,2
Ecuador,2007,ECU,ECU2007,1,1997,10,1,2004,3
Ecuador,2008,ECU,ECU2008,1,1997,11,1,2004,4
Ecuador,2009,ECU,ECU2009,1,1997,12,1,2004,5
Ecuador,2010,ECU,ECU2010,1,1997,13,1,2004,6
Egypt,1996,EGY,EGY1996,1,1964,32,0,0,
Egypt,1997,EGY,EGY1997,1,1964,33,0,0,
Egypt,1998,EGY,EGY1998,1,1964,34,0,0,
Egypt,1999,EGY,EGY1999,1,1964,35,0,0,
Egypt,2000,EGY,EGY2000,1,1964,36,0,0,
Egypt,2001,EGY,EGY2001,1,1964,37,0,0,
Egypt,2002,EGY,EGY2002,1,1964,38,0,0,
Egypt,2003,EGY,EGY2003,1,1964,39,0,0,
Egypt,2004,EGY,EGY2004,1,1964,40,0,0,
Egypt,2005,EGY,EGY2005,1,1964,41,0,0,
Egypt,2006,EGY,EGY2006,1,1964,42,0,0,
Egypt,2007,EGY,EGY2007,1,1964,43,0,0,
Egypt,2008,EGY,EGY2008,1,1964,44,0,0,
Egypt,2009,EGY,EGY2009,1,1964,45,0,0,
Egypt,2010,EGY,EGY2010,1,1964,46,0,0,
Eritrea,1996,ERI,ERI1996,0,0,,0,0,
Eritrea,1997,ERI,ERI1997,0,0,,0,0,
Eritrea,1998,ERI,ERI1998,0,0,,0,0,
Eritrea,1999,ERI,ERI1999,0,0,,0,0,
Eritrea,2000,ERI,ERI2000,0,0,,0,0,
Eritrea,2001,ERI,ERI2001,0,0,,0,0,
Eritrea,2002,ERI,ERI2002,0,0,,0,0,
Eritrea,2003,ERI,ERI2003,0,0,,0,0,
Eritrea,2004,ERI,ERI2004,0,0,,0,0,
Eritrea,2005,ERI,ERI2005,0,0,,0,0,
Eritrea,2006,ERI,ERI2006,0,0,,0,0,
Eritrea,2007,ERI,ERI2007,0,0,,0,0,
Eritrea,2008,ERI,ERI2008,0,0,,0,0,
Eritrea,2009,ERI,ERI2009,0,0,,0,0,
Eritrea,2010,ERI,ERI2010,0,0,,0,0,
Spain,1996,ESP,ESP1996,1,1995,1,0,2014,-18
Spain,1997,ESP,ESP1997,1,1995,2,0,2014,-17
Spain,1998,ESP,ESP1998,1,1995,3,0,2014,-16
Spain,1999,ESP,ESP1999,1,1995,4,0,2014,-15
Spain,2000,ESP,ESP2000,1,1995,5,0,2014,-14
Spain,2001,ESP,ESP2001,1,1995,6,0,2014,-13
Spain,2002,ESP,ESP2002,1,1995,7,0,2014,-12
Spain,2003,ESP,ESP2003,1,1995,8,0,2014,-11
Spain,2004,ESP,ESP2004,1,1995,9,0,2014,-10
Spain,2005,ESP,ESP2005,1,1995,10,0,2014,-9
Spain,2006,ESP,ESP2006,1,1995,11,0,2014,-8
Spain,2007,ESP,ESP2007,1,1995,12,0,2014,-7
Spain,2008,ESP,ESP2008,1,1995,13,0,2014,-6
Spain,2009,ESP,ESP2009,1,1995,14,0,2014,-5
Spain,2010,ESP,ESP2010,1,1995,15,0,2014,-4
Estonia,1996,EST,EST1996,0,1999,-3,0,2001,-5
Estonia,1997,EST,EST1997,0,1999,-2,0,2001,-4
Estonia,1998,EST,EST1998,0,1999,-1,0,2001,-3
Estonia,1999,EST,EST1999,1,1999,0,0,2001,-2
Estonia,2000,EST,EST2000,1,1999,1,0,2001,-1
Estonia,2001,EST,EST2001,1,1999,2,1,2001,0
Estonia,2002,EST,EST2002,1,1999,3,1,2001,1
Estonia,2003,EST,EST2003,1,1999,4,1,2001,2
Estonia,2004,EST,EST2004,1,1999,5,1,2001,3
Estonia,2005,EST,EST2005,1,1999,6,1,2001,4
Estonia,2006,EST,EST2006,1,1999,7,1,2001,5
Estonia,2007,EST,EST2007,1,1999,8,1,2001,6
Estonia,2008,EST,EST2008,1,1999,9,1,2001,7
Estonia,2009,EST,EST2009,1,1999,10,1,2001,8
Estonia,2010,EST,EST2010,1,1999,11,1,2001,9
Ethiopia,1997,ETH,ETH1997,0,2001,-4,0,2008,-11
Ethiopia,1998,ETH,ETH1998,0,2001,-3,0,2008,-10
Ethiopia,1999,ETH,ETH1999,0,2001,-2,0,2008,-9
Ethiopia,2000,ETH,ETH2000,0,2001,-1,0,2008,-8
Ethiopia,2001,ETH,ETH2001,1,2001,0,0,2008,-7
Ethiopia,2002,ETH,ETH2002,1,2001,1,0,2008,-6
Ethiopia,2003,ETH,ETH2003,1,2001,2,0,2008,-5
Ethiopia,2004,ETH,ETH2004,1,2001,3,0,2008,-4
Ethiopia,2005,ETH,ETH2005,1,2001,4,0,2008,-3
Ethiopia,2006,ETH,ETH2006,1,2001,5,0,2008,-2
Ethiopia,2007,ETH,ETH2007,1,2001,6,0,2008,-1
Ethiopia,2008,ETH,ETH2008,1,2001,7,1,2008,0
Ethiopia,2009,ETH,ETH2009,1,2001,8,1,2008,1
Ethiopia,2010,ETH,ETH2010,1,2001,9,1,2008,2
Finland,1996,FIN,FIN1996,0,0,,1,1951,45
Finland,1997,FIN,FIN1997,0,0,,1,1951,46
Finland,1998,FIN,FIN1998,0,0,,1,1951,47
Finland,1999,FIN,FIN1999,0,0,,1,1951,48
Finland,2000,FIN,FIN2000,0,0,,1,1951,49
Finland,2001,FIN,FIN2001,0,0,,1,1951,50
Finland,2002,FIN,FIN2002,0,0,,1,1951,51
Finland,2003,FIN,FIN2003,0,0,,1,1951,52
Finland,2004,FIN,FIN2004,0,0,,1,1951,53
Finland,2005,FIN,FIN2005,0,0,,1,1951,54
Finland,2006,FIN,FIN2006,0,0,,1,1951,55
Finland,2007,FIN,FIN2007,0,0,,1,1951,56
Finland,2008,FIN,FIN2008,0,0,,1,1951,57
Finland,2009,FIN,FIN2009,0,0,,1,1951,58
Finland,2010,FIN,FIN2010,0,0,,1,1951,59
Fiji,1996,FJI,FJI1996,0,2007,-11,0,0,
Fiji,1997,FJI,FJI1997,0,2007,-10,0,0,
Fiji,1998,FJI,FJI1998,0,2007,-9,0,0,
Fiji,1999,FJI,FJI1999,0,2007,-8,0,0,
Fiji,2000,FJI,FJI2000,0,2007,-7,0,0,
Fiji,2001,FJI,FJI2001,0,2007,-6,0,0,
Fiji,2002,FJI,FJI2002,0,2007,-5,0,0,
Fiji,2003,FJI,FJI2003,0,2007,-4,0,0,
Fiji,2004,FJI,FJI2004,0,2007,-3,0,0,
Fiji,2005,FJI,FJI2005,0,2007,-2,0,0,
Fiji,2006,FJI,FJI2006,0,2007,-1,0,0,
Fiji,2007,FJI,FJI2007,1,2007,0,0,0,
Fiji,2008,FJI,FJI2008,1,2007,1,0,0,
Fiji,2009,FJI,FJI2009,1,2007,2,0,0,
Fiji,2010,FJI,FJI2010,1,2007,3,0,0,
France,1996,FRA,FRA1996,1,1993,3,0,1978,18
France,1997,FRA,FRA1997,1,1993,4,0,1978,19
France,1998,FRA,FRA1998,1,1993,5,0,1978,20
France,1999,FRA,FRA1999,1,1993,6,0,1978,21
France,2000,FRA,FRA2000,1,1993,7,0,1978,22
France,2001,FRA,FRA2001,1,1993,8,0,1978,23
France,2002,FRA,FRA2002,1,1993,9,0,1978,24
France,2003,FRA,FRA2003,1,1993,10,0,1978,25
France,2004,FRA,FRA2004,1,1993,11,0,1978,26
France,2005,FRA,FRA2005,1,1993,12,0,1978,27
France,2006,FRA,FRA2006,1,1993,13,0,1978,28
France,2007,FRA,FRA2007,1,1993,14,0,1978,29
France,2008,FRA,FRA2008,1,1993,15,0,1978,30
France,2009,FRA,FRA2009,1,1993,16,0,1978,31
France,2010,FRA,FRA2010,1,1993,17,0,1978,32
Micronesia,1996,FSM,FSM1996,0,0,,0,0,
Micronesia,1997,FSM,FSM1997,0,0,,0,0,
Micronesia,1998,FSM,FSM1998,0,0,,0,0,
Micronesia,1999,FSM,FSM1999,0,0,,0,0,
Micronesia,2000,FSM,FSM2000,0,0,,0,0,
Micronesia,2001,FSM,FSM2001,0,0,,0,0,
Micronesia,2002,FSM,FSM2002,0,0,,0,0,
Micronesia,2003,FSM,FSM2003,0,0,,0,0,
Micronesia,2004,FSM,FSM2004,0,0,,0,0,
Micronesia,2005,FSM,FSM2005,0,0,,0,0,
Micronesia,2006,FSM,FSM2006,0,0,,0,0,
Micronesia,2007,FSM,FSM2007,0,0,,0,0,
Micronesia,2008,FSM,FSM2008,0,0,,0,0,
Micronesia,2009,FSM,FSM2009,0,0,,0,0,
Micronesia,2010,FSM,FSM2010,0,0,,0,0,
Gabon,1996,GAB,GAB1996,,,,0,0,
Gabon,1997,GAB,GAB1997,,,,0,0,
Gabon,1998,GAB,GAB1998,,,,0,0,
Gabon,1999,GAB,GAB1999,,,,0,0,
Gabon,2000,GAB,GAB2000,,,,0,0,
Gabon,2001,GAB,GAB2001,,,,0,0,
Gabon,2002,GAB,GAB2002,,,,0,0,
Gabon,2003,GAB,GAB2003,,,,0,0,
Gabon,2004,GAB,GAB2004,,,,0,0,
Gabon,2005,GAB,GAB2005,,,,0,0,
Gabon,2006,GAB,GAB2006,,,,0,0,
Gabon,2007,GAB,GAB2007,,,,0,0,
Gabon,2008,GAB,GAB2008,,,,0,0,
Gabon,2009,GAB,GAB2009,,,,0,0,
Gabon,2010,GAB,GAB2010,,,,0,0,
United Kingdom,1996,GBR,GBR1996,1,1987,9,0,2005,-9
United Kingdom,1997,GBR,GBR1997,1,1987,10,0,2005,-8
United Kingdom,1998,GBR,GBR1998,1,1987,11,0,2005,-7
United Kingdom,1999,GBR,GBR1999,1,1987,12,0,2005,-6
United Kingdom,2000,GBR,GBR2000,1,1987,13,0,2005,-5
United Kingdom,2001,GBR,GBR2001,1,1987,14,0,2005,-4
United Kingdom,2002,GBR,GBR2002,1,1987,15,0,2005,-3
United Kingdom,2003,GBR,GBR2003,1,1987,16,0,2005,-2
United Kingdom,2004,GBR,GBR2004,1,1987,17,0,2005,-1
United Kingdom,2005,GBR,GBR2005,1,1987,18,1,2005,0
United Kingdom,2006,GBR,GBR2006,1,1987,19,1,2005,1
United Kingdom,2007,GBR,GBR2007,1,1987,20,1,2005,2
United Kingdom,2008,GBR,GBR2008,1,1987,21,1,2005,3
United Kingdom,2009,GBR,GBR2009,1,1987,22,1,2005,4
United Kingdom,2010,GBR,GBR2010,1,1987,23,1,2005,5
Georgia,1996,GEO,GEO1996,0,0,,0,1999,-3
Georgia,1997,GEO,GEO1997,0,0,,0,1999,-2
Georgia,1998,GEO,GEO1998,0,0,,0,1999,-1
Georgia,1999,GEO,GEO1999,0,0,,1,1999,0
Georgia,2000,GEO,GEO2000,0,0,,1,1999,1
Georgia,2001,GEO,GEO2001,0,0,,1,1999,2
Georgia,2002,GEO,GEO2002,0,0,,1,1999,3
Georgia,2003,GEO,GEO2003,0,0,,1,1999,4
Georgia,2004,GEO,GEO2004,0,0,,1,1999,5
Georgia,2005,GEO,GEO2005,0,0,,1,1999,6
Georgia,2006,GEO,GEO2006,0,0,,1,1999,7
Georgia,2007,GEO,GEO2007,0,0,,1,1999,8
Georgia,2008,GEO,GEO2008,0,0,,1,1999,9
Georgia,2009,GEO,GEO2009,0,0,,1,1999,10
